Entity,Code,Year,Homosexual activity (historical)
Gabon,GAB,1979,Legal
Gabon,GAB,1980,Legal
Gabon,GAB,1981,Legal
Gabon,GAB,1982,Legal
Gabon,GAB,1983,Legal
Gabon,GAB,1984,Legal
Gabon,GAB,1985,Legal
Gabon,GAB,1986,Legal
Gabon,GAB,1987,Legal
Gabon,GAB,1988,Legal
Gabon,GAB,1989,Legal
Gabon,GAB,1990,Legal
Gabon,GAB,1991,Legal
Gabon,GAB,1992,Legal
Gabon,GAB,1993,Legal
Gabon,GAB,1994,Legal
Gabon,GAB,1995,Legal
Gabon,GAB,1996,Legal
Gabon,GAB,1997,Legal
Gabon,GAB,1998,Legal
Gabon,GAB,1999,Legal
Gabon,GAB,2000,Legal
Gabon,GAB,2001,Legal
Gabon,GAB,2002,Legal
Gabon,GAB,2003,Legal
Gabon,GAB,2004,Legal
Gabon,GAB,2005,Legal
Gabon,GAB,2006,Legal
Gabon,GAB,2007,Legal
Gabon,GAB,2008,Legal
Gabon,GAB,2009,Legal
Gabon,GAB,2010,Legal
Gabon,GAB,2011,Legal
Gabon,GAB,2012,Legal
Gabon,GAB,2013,Legal
Gabon,GAB,2014,Legal
Gabon,GAB,2015,Legal
Gabon,GAB,2016,Legal
Gabon,GAB,2017,Legal
Gabon,GAB,2018,Legal
Gabon,GAB,2019,"Illegal, prison or other penalty"
Gabon,GAB,2020,Legal
Gabon,GAB,2021,Legal
Gabon,GAB,2022,Legal
Gabon,GAB,2023,Legal
Gabon,GAB,2024,Legal
Gambia,GMB,1950,"Illegal, prison or other penalty"
Gambia,GMB,1951,"Illegal, prison or other penalty"
Gambia,GMB,1952,"Illegal, prison or other penalty"
Gambia,GMB,1953,"Illegal, prison or other penalty"
Gambia,GMB,1954,"Illegal, prison or other penalty"
Gambia,GMB,1955,"Illegal, prison or other penalty"
Gambia,GMB,1956,"Illegal, prison or other penalty"
Gambia,GMB,1957,"Illegal, prison or other penalty"
Gambia,GMB,1958,"Illegal, prison or other penalty"
Gambia,GMB,1959,"Illegal, prison or other penalty"
Gambia,GMB,1960,"Illegal, prison or other penalty"
Gambia,GMB,1961,"Illegal, prison or other penalty"
Gambia,GMB,1962,"Illegal, prison or other penalty"
Gambia,GMB,1963,"Illegal, prison or other penalty"
Gambia,GMB,1964,"Illegal, prison or other penalty"
Gambia,GMB,1965,"Illegal, prison or other penalty"
Gambia,GMB,1966,"Illegal, prison or other penalty"
Gambia,GMB,1967,"Illegal, prison or other penalty"
Gambia,GMB,1968,"Illegal, prison or other penalty"
Gambia,GMB,1969,"Illegal, prison or other penalty"
Gambia,GMB,1970,"Illegal, prison or other penalty"
Gambia,GMB,1971,"Illegal, prison or other penalty"
Gambia,GMB,1972,"Illegal, prison or other penalty"
Gambia,GMB,1973,"Illegal, prison or other penalty"
Gambia,GMB,1974,"Illegal, prison or other penalty"
Gambia,GMB,1975,"Illegal, prison or other penalty"
Gambia,GMB,1976,"Illegal, prison or other penalty"
Gambia,GMB,1977,"Illegal, prison or other penalty"
Gambia,GMB,1978,"Illegal, prison or other penalty"
Gambia,GMB,1979,"Illegal, prison or other penalty"
Gambia,GMB,1980,"Illegal, prison or other penalty"
Gambia,GMB,1981,"Illegal, prison or other penalty"
Gambia,GMB,1982,"Illegal, prison or other penalty"
Gambia,GMB,1983,"Illegal, prison or other penalty"
Gambia,GMB,1984,"Illegal, prison or other penalty"
Gambia,GMB,1985,"Illegal, prison or other penalty"
Gambia,GMB,1986,"Illegal, prison or other penalty"
Gambia,GMB,1987,"Illegal, prison or other penalty"
Gambia,GMB,1988,"Illegal, prison or other penalty"
Gambia,GMB,1989,"Illegal, prison or other penalty"
Gambia,GMB,1990,"Illegal, prison or other penalty"
Gambia,GMB,1991,"Illegal, prison or other penalty"
Gambia,GMB,1992,"Illegal, prison or other penalty"
Gambia,GMB,1993,"Illegal, prison or other penalty"
Gambia,GMB,1994,"Illegal, prison or other penalty"
Gambia,GMB,1995,"Illegal, prison or other penalty"
Gambia,GMB,1996,"Illegal, prison or other penalty"
Gambia,GMB,1997,"Illegal, prison or other penalty"
Gambia,GMB,1998,"Illegal, prison or other penalty"
Gambia,GMB,1999,"Illegal, prison or other penalty"
Gambia,GMB,2000,"Illegal, prison or other penalty"
Gambia,GMB,2001,"Illegal, prison or other penalty"
Gambia,GMB,2002,"Illegal, prison or other penalty"
Gambia,GMB,2003,"Illegal, prison or other penalty"
Gambia,GMB,2004,"Illegal, prison or other penalty"
Gambia,GMB,2005,"Illegal, prison or other penalty"
Gambia,GMB,2006,"Illegal, prison or other penalty"
Gambia,GMB,2007,"Illegal, prison or other penalty"
Gambia,GMB,2008,"Illegal, prison or other penalty"
Gambia,GMB,2009,"Illegal, prison or other penalty"
Gambia,GMB,2010,"Illegal, prison or other penalty"
Gambia,GMB,2011,"Illegal, prison or other penalty"
Gambia,GMB,2012,"Illegal, prison or other penalty"
Gambia,GMB,2013,"Illegal, prison or other penalty"
Gambia,GMB,2014,"Illegal, prison or other penalty"
Gambia,GMB,2015,"Illegal, prison or other penalty"
Gambia,GMB,2016,"Illegal, prison or other penalty"
Gambia,GMB,2017,"Illegal, prison or other penalty"
Gambia,GMB,2018,"Illegal, prison or other penalty"
Gambia,GMB,2019,"Illegal, prison or other penalty"
Gambia,GMB,2020,"Illegal, prison or other penalty"
Gambia,GMB,2021,"Illegal, prison or other penalty"
Gambia,GMB,2022,"Illegal, prison or other penalty"
Gambia,GMB,2023,"Illegal, prison or other penalty"
Gambia,GMB,2024,"Illegal, prison or other penalty"
Georgia,GEO,1950,"Male illegal, female legal or uncertain"
Georgia,GEO,1951,"Male illegal, female legal or uncertain"
Georgia,GEO,1952,"Male illegal, female legal or uncertain"
Georgia,GEO,1953,"Male illegal, female legal or uncertain"
Georgia,GEO,1954,"Male illegal, female legal or uncertain"
Georgia,GEO,1955,"Male illegal, female legal or uncertain"
Georgia,GEO,1956,"Male illegal, female legal or uncertain"
Georgia,GEO,1957,"Male illegal, female legal or uncertain"
Georgia,GEO,1958,"Male illegal, female legal or uncertain"
Georgia,GEO,1959,"Male illegal, female legal or uncertain"
Georgia,GEO,1960,"Male illegal, female legal or uncertain"
Georgia,GEO,1961,"Male illegal, female legal or uncertain"
Georgia,GEO,1962,"Male illegal, female legal or uncertain"
Georgia,GEO,1963,"Male illegal, female legal or uncertain"
Georgia,GEO,1964,"Male illegal, female legal or uncertain"
Georgia,GEO,1965,"Male illegal, female legal or uncertain"
Georgia,GEO,1966,"Male illegal, female legal or uncertain"
Georgia,GEO,1967,"Male illegal, female legal or uncertain"
Georgia,GEO,1968,"Male illegal, female legal or uncertain"
Georgia,GEO,1969,"Male illegal, female legal or uncertain"
Georgia,GEO,1970,"Male illegal, female legal or uncertain"
Georgia,GEO,1971,"Male illegal, female legal or uncertain"
Georgia,GEO,1972,"Male illegal, female legal or uncertain"
Georgia,GEO,1973,"Male illegal, female legal or uncertain"
Georgia,GEO,1974,"Male illegal, female legal or uncertain"
Georgia,GEO,1975,"Male illegal, female legal or uncertain"
Georgia,GEO,1976,"Male illegal, female legal or uncertain"
Georgia,GEO,1977,"Male illegal, female legal or uncertain"
Georgia,GEO,1978,"Male illegal, female legal or uncertain"
Georgia,GEO,1979,"Male illegal, female legal or uncertain"
Georgia,GEO,1980,"Male illegal, female legal or uncertain"
Georgia,GEO,1981,"Male illegal, female legal or uncertain"
Georgia,GEO,1982,"Male illegal, female legal or uncertain"
Georgia,GEO,1983,"Male illegal, female legal or uncertain"
Georgia,GEO,1984,"Male illegal, female legal or uncertain"
Georgia,GEO,1985,"Male illegal, female legal or uncertain"
Georgia,GEO,1986,"Male illegal, female legal or uncertain"
Georgia,GEO,1987,"Male illegal, female legal or uncertain"
Georgia,GEO,1988,"Male illegal, female legal or uncertain"
Georgia,GEO,1989,"Male illegal, female legal or uncertain"
Georgia,GEO,1990,"Male illegal, female legal or uncertain"
Georgia,GEO,1991,"Male illegal, female legal or uncertain"
Georgia,GEO,1992,"Male illegal, female legal or uncertain"
Georgia,GEO,1993,"Male illegal, female legal or uncertain"
Georgia,GEO,1994,"Male illegal, female legal or uncertain"
Georgia,GEO,1995,"Male illegal, female legal or uncertain"
Georgia,GEO,1996,"Male illegal, female legal or uncertain"
Georgia,GEO,1997,"Male illegal, female legal or uncertain"
Georgia,GEO,1998,"Male illegal, female legal or uncertain"
Georgia,GEO,1999,"Male illegal, female legal or uncertain"
Georgia,GEO,2000,Legal
Georgia,GEO,2001,Legal
Georgia,GEO,2002,Legal
Georgia,GEO,2003,Legal
Georgia,GEO,2004,Legal
Georgia,GEO,2005,Legal
Georgia,GEO,2006,Legal
Georgia,GEO,2007,Legal
Georgia,GEO,2008,Legal
Georgia,GEO,2009,Legal
Georgia,GEO,2010,Legal
Georgia,GEO,2011,Legal
Georgia,GEO,2012,Legal
Georgia,GEO,2013,Legal
Georgia,GEO,2014,Legal
Georgia,GEO,2015,Legal
Georgia,GEO,2016,Legal
Georgia,GEO,2017,Legal
Georgia,GEO,2018,Legal
Georgia,GEO,2019,Legal
Georgia,GEO,2020,Legal
Georgia,GEO,2021,Legal
Georgia,GEO,2022,Legal
Georgia,GEO,2023,Legal
Georgia,GEO,2024,Legal
Germany,DEU,1950,"Illegal, death penalty"
Germany,DEU,1951,"Illegal, death penalty"
Germany,DEU,1952,"Illegal, death penalty"
Germany,DEU,1953,"Illegal, death penalty"
Germany,DEU,1954,"Illegal, death penalty"
Germany,DEU,1955,"Illegal, death penalty"
Germany,DEU,1956,"Illegal, death penalty"
Germany,DEU,1957,"Illegal, death penalty"
Germany,DEU,1958,"Illegal, death penalty"
Germany,DEU,1959,"Illegal, death penalty"
Germany,DEU,1960,"Illegal, death penalty"
Germany,DEU,1961,"Illegal, death penalty"
Germany,DEU,1962,"Illegal, death penalty"
Germany,DEU,1963,"Illegal, death penalty"
Germany,DEU,1964,"Illegal, death penalty"
Germany,DEU,1965,"Illegal, death penalty"
Germany,DEU,1966,"Illegal, death penalty"
Germany,DEU,1967,"Illegal, death penalty"
Germany,DEU,1968,"Illegal, death penalty"
Germany,DEU,1969,Legal
Germany,DEU,1970,Legal
Germany,DEU,1971,Legal
Germany,DEU,1972,Legal
Germany,DEU,1973,Legal
Germany,DEU,1974,Legal
Germany,DEU,1975,Legal
Germany,DEU,1976,Legal
Germany,DEU,1977,Legal
Germany,DEU,1978,Legal
Germany,DEU,1979,Legal
Germany,DEU,1980,Legal
Germany,DEU,1981,Legal
Germany,DEU,1982,Legal
Germany,DEU,1983,Legal
Germany,DEU,1984,Legal
Germany,DEU,1985,Legal
Germany,DEU,1986,Legal
Germany,DEU,1987,Legal
Germany,DEU,1988,Legal
Germany,DEU,1989,Legal
Germany,DEU,1990,Legal
Germany,DEU,1991,Legal
Germany,DEU,1992,Legal
Germany,DEU,1993,Legal
Germany,DEU,1994,Legal
Germany,DEU,1995,Legal
Germany,DEU,1996,Legal
Germany,DEU,1997,Legal
Germany,DEU,1998,Legal
Germany,DEU,1999,Legal
Germany,DEU,2000,Legal
Germany,DEU,2001,Legal
Germany,DEU,2002,Legal
Germany,DEU,2003,Legal
Germany,DEU,2004,Legal
Germany,DEU,2005,Legal
Germany,DEU,2006,Legal
Germany,DEU,2007,Legal
Germany,DEU,2008,Legal
Germany,DEU,2009,Legal
Germany,DEU,2010,Legal
Germany,DEU,2011,Legal
Germany,DEU,2012,Legal
Germany,DEU,2013,Legal
Germany,DEU,2014,Legal
Germany,DEU,2015,Legal
Germany,DEU,2016,Legal
Germany,DEU,2017,Legal
Germany,DEU,2018,Legal
Germany,DEU,2019,Legal
Germany,DEU,2020,Legal
Germany,DEU,2021,Legal
Germany,DEU,2022,Legal
Germany,DEU,2023,Legal
Germany,DEU,2024,Legal
Ghana,GHA,1960,"Male illegal, female legal or uncertain"
Ghana,GHA,1961,"Male illegal, female legal or uncertain"
Ghana,GHA,1962,"Male illegal, female legal or uncertain"
Ghana,GHA,1963,"Male illegal, female legal or uncertain"
Ghana,GHA,1964,"Male illegal, female legal or uncertain"
Ghana,GHA,1965,"Male illegal, female legal or uncertain"
Ghana,GHA,1966,"Male illegal, female legal or uncertain"
Ghana,GHA,1967,"Male illegal, female legal or uncertain"
Ghana,GHA,1968,"Male illegal, female legal or uncertain"
Ghana,GHA,1969,"Male illegal, female legal or uncertain"
Ghana,GHA,1970,"Male illegal, female legal or uncertain"
Ghana,GHA,1971,"Male illegal, female legal or uncertain"
Ghana,GHA,1972,"Male illegal, female legal or uncertain"
Ghana,GHA,1973,"Male illegal, female legal or uncertain"
Ghana,GHA,1974,"Male illegal, female legal or uncertain"
Ghana,GHA,1975,"Male illegal, female legal or uncertain"
Ghana,GHA,1976,"Male illegal, female legal or uncertain"
Ghana,GHA,1977,"Male illegal, female legal or uncertain"
Ghana,GHA,1978,"Male illegal, female legal or uncertain"
Ghana,GHA,1979,"Male illegal, female legal or uncertain"
Ghana,GHA,1980,"Male illegal, female legal or uncertain"
Ghana,GHA,1981,"Male illegal, female legal or uncertain"
Ghana,GHA,1982,"Male illegal, female legal or uncertain"
Ghana,GHA,1983,"Male illegal, female legal or uncertain"
Ghana,GHA,1984,"Male illegal, female legal or uncertain"
Ghana,GHA,1985,"Male illegal, female legal or uncertain"
Ghana,GHA,1986,"Male illegal, female legal or uncertain"
Ghana,GHA,1987,"Male illegal, female legal or uncertain"
Ghana,GHA,1988,"Male illegal, female legal or uncertain"
Ghana,GHA,1989,"Male illegal, female legal or uncertain"
Ghana,GHA,1990,"Male illegal, female legal or uncertain"
Ghana,GHA,1991,"Male illegal, female legal or uncertain"
Ghana,GHA,1992,"Male illegal, female legal or uncertain"
Ghana,GHA,1993,"Male illegal, female legal or uncertain"
Ghana,GHA,1994,"Male illegal, female legal or uncertain"
Ghana,GHA,1995,"Male illegal, female legal or uncertain"
Ghana,GHA,1996,"Male illegal, female legal or uncertain"
Ghana,GHA,1997,"Male illegal, female legal or uncertain"
Ghana,GHA,1998,"Male illegal, female legal or uncertain"
Ghana,GHA,1999,"Male illegal, female legal or uncertain"
Ghana,GHA,2000,"Male illegal, female legal or uncertain"
Ghana,GHA,2001,"Male illegal, female legal or uncertain"
Ghana,GHA,2002,"Male illegal, female legal or uncertain"
Ghana,GHA,2003,"Male illegal, female legal or uncertain"
Ghana,GHA,2004,"Male illegal, female legal or uncertain"
Ghana,GHA,2005,"Male illegal, female legal or uncertain"
Ghana,GHA,2006,"Male illegal, female legal or uncertain"
Ghana,GHA,2007,"Male illegal, female legal or uncertain"
Ghana,GHA,2008,"Male illegal, female legal or uncertain"
Ghana,GHA,2009,"Male illegal, female legal or uncertain"
Ghana,GHA,2010,"Male illegal, female legal or uncertain"
Ghana,GHA,2011,"Male illegal, female legal or uncertain"
Ghana,GHA,2012,"Male illegal, female legal or uncertain"
Ghana,GHA,2013,"Male illegal, female legal or uncertain"
Ghana,GHA,2014,"Male illegal, female legal or uncertain"
Ghana,GHA,2015,"Male illegal, female legal or uncertain"
Ghana,GHA,2016,"Male illegal, female legal or uncertain"
Ghana,GHA,2017,"Male illegal, female legal or uncertain"
Ghana,GHA,2018,"Male illegal, female legal or uncertain"
Ghana,GHA,2019,"Male illegal, female legal or uncertain"
Ghana,GHA,2020,"Male illegal, female legal or uncertain"
Ghana,GHA,2021,"Male illegal, female legal or uncertain"
Ghana,GHA,2022,"Male illegal, female legal or uncertain"
Ghana,GHA,2023,"Male illegal, female legal or uncertain"
Ghana,GHA,2024,"Male illegal, female legal or uncertain"
Greece,GRC,1951,Legal
Greece,GRC,1952,Legal
Greece,GRC,1953,Legal
Greece,GRC,1954,Legal
Greece,GRC,1955,Legal
Greece,GRC,1956,Legal
Greece,GRC,1957,Legal
Greece,GRC,1958,Legal
Greece,GRC,1959,Legal
Greece,GRC,1960,Legal
Greece,GRC,1961,Legal
Greece,GRC,1962,Legal
Greece,GRC,1963,Legal
Greece,GRC,1964,Legal
Greece,GRC,1965,Legal
Greece,GRC,1966,Legal
Greece,GRC,1967,Legal
Greece,GRC,1968,Legal
Greece,GRC,1969,Legal
Greece,GRC,1970,Legal
Greece,GRC,1971,Legal
Greece,GRC,1972,Legal
Greece,GRC,1973,Legal
Greece,GRC,1974,Legal
Greece,GRC,1975,Legal
Greece,GRC,1976,Legal
Greece,GRC,1977,Legal
Greece,GRC,1978,Legal
Greece,GRC,1979,Legal
Greece,GRC,1980,Legal
Greece,GRC,1981,Legal
Greece,GRC,1982,Legal
Greece,GRC,1983,Legal
Greece,GRC,1984,Legal
Greece,GRC,1985,Legal
Greece,GRC,1986,Legal
Greece,GRC,1987,Legal
Greece,GRC,1988,Legal
Greece,GRC,1989,Legal
Greece,GRC,1990,Legal
Greece,GRC,1991,Legal
Greece,GRC,1992,Legal
Greece,GRC,1993,Legal
Greece,GRC,1994,Legal
Greece,GRC,1995,Legal
Greece,GRC,1996,Legal
Greece,GRC,1997,Legal
Greece,GRC,1998,Legal
Greece,GRC,1999,Legal
Greece,GRC,2000,Legal
Greece,GRC,2001,Legal
Greece,GRC,2002,Legal
Greece,GRC,2003,Legal
Greece,GRC,2004,Legal
Greece,GRC,2005,Legal
Greece,GRC,2006,Legal
Greece,GRC,2007,Legal
Greece,GRC,2008,Legal
Greece,GRC,2009,Legal
Greece,GRC,2010,Legal
Greece,GRC,2011,Legal
Greece,GRC,2012,Legal
Greece,GRC,2013,Legal
Greece,GRC,2014,Legal
Greece,GRC,2015,Legal
Greece,GRC,2016,Legal
Greece,GRC,2017,Legal
Greece,GRC,2018,Legal
Greece,GRC,2019,Legal
Greece,GRC,2020,Legal
Greece,GRC,2021,Legal
Greece,GRC,2022,Legal
Greece,GRC,2023,Legal
Greece,GRC,2024,Legal
Grenada,GRD,1987,"Male illegal, female legal or uncertain"
Grenada,GRD,1988,"Male illegal, female legal or uncertain"
Grenada,GRD,1989,"Male illegal, female legal or uncertain"
Grenada,GRD,1990,"Male illegal, female legal or uncertain"
Grenada,GRD,1991,"Male illegal, female legal or uncertain"
Grenada,GRD,1992,"Male illegal, female legal or uncertain"
Grenada,GRD,1993,"Male illegal, female legal or uncertain"
Grenada,GRD,1994,"Male illegal, female legal or uncertain"
Grenada,GRD,1995,"Male illegal, female legal or uncertain"
Grenada,GRD,1996,"Male illegal, female legal or uncertain"
Grenada,GRD,1997,"Male illegal, female legal or uncertain"
Grenada,GRD,1998,"Male illegal, female legal or uncertain"
Grenada,GRD,1999,"Male illegal, female legal or uncertain"
Grenada,GRD,2000,"Male illegal, female legal or uncertain"
Grenada,GRD,2001,"Male illegal, female legal or uncertain"
Grenada,GRD,2002,"Male illegal, female legal or uncertain"
Grenada,GRD,2003,"Male illegal, female legal or uncertain"
Grenada,GRD,2004,"Male illegal, female legal or uncertain"
Grenada,GRD,2005,"Male illegal, female legal or uncertain"
Grenada,GRD,2006,"Male illegal, female legal or uncertain"
Grenada,GRD,2007,"Male illegal, female legal or uncertain"
Grenada,GRD,2008,"Male illegal, female legal or uncertain"
Grenada,GRD,2009,"Male illegal, female legal or uncertain"
Grenada,GRD,2010,"Male illegal, female legal or uncertain"
Grenada,GRD,2011,"Male illegal, female legal or uncertain"
Grenada,GRD,2012,"Male illegal, female legal or uncertain"
Grenada,GRD,2013,"Male illegal, female legal or uncertain"
Grenada,GRD,2014,"Male illegal, female legal or uncertain"
Grenada,GRD,2015,"Male illegal, female legal or uncertain"
Grenada,GRD,2016,"Male illegal, female legal or uncertain"
Grenada,GRD,2017,"Male illegal, female legal or uncertain"
Grenada,GRD,2018,"Male illegal, female legal or uncertain"
Grenada,GRD,2019,"Male illegal, female legal or uncertain"
Grenada,GRD,2020,"Male illegal, female legal or uncertain"
Grenada,GRD,2021,"Male illegal, female legal or uncertain"
Grenada,GRD,2022,"Male illegal, female legal or uncertain"
Grenada,GRD,2023,"Male illegal, female legal or uncertain"
Grenada,GRD,2024,"Male illegal, female legal or uncertain"
Guatemala,GTM,1950,Legal
Guatemala,GTM,1951,Legal
Guatemala,GTM,1952,Legal
Guatemala,GTM,1953,Legal
Guatemala,GTM,1954,Legal
Guatemala,GTM,1955,Legal
Guatemala,GTM,1956,Legal
Guatemala,GTM,1957,Legal
Guatemala,GTM,1958,Legal
Guatemala,GTM,1959,Legal
Guatemala,GTM,1960,Legal
Guatemala,GTM,1961,Legal
Guatemala,GTM,1962,Legal
Guatemala,GTM,1963,Legal
Guatemala,GTM,1964,Legal
Guatemala,GTM,1965,Legal
Guatemala,GTM,1966,Legal
Guatemala,GTM,1967,Legal
Guatemala,GTM,1968,Legal
Guatemala,GTM,1969,Legal
Guatemala,GTM,1970,Legal
Guatemala,GTM,1971,Legal
Guatemala,GTM,1972,Legal
Guatemala,GTM,1973,Legal
Guatemala,GTM,1974,Legal
Guatemala,GTM,1975,Legal
Guatemala,GTM,1976,Legal
Guatemala,GTM,1977,Legal
Guatemala,GTM,1978,Legal
Guatemala,GTM,1979,Legal
Guatemala,GTM,1980,Legal
Guatemala,GTM,1981,Legal
Guatemala,GTM,1982,Legal
Guatemala,GTM,1983,Legal
Guatemala,GTM,1984,Legal
Guatemala,GTM,1985,Legal
Guatemala,GTM,1986,Legal
Guatemala,GTM,1987,Legal
Guatemala,GTM,1988,Legal
Guatemala,GTM,1989,Legal
Guatemala,GTM,1990,Legal
Guatemala,GTM,1991,Legal
Guatemala,GTM,1992,Legal
Guatemala,GTM,1993,Legal
Guatemala,GTM,1994,Legal
Guatemala,GTM,1995,Legal
Guatemala,GTM,1996,Legal
Guatemala,GTM,1997,Legal
Guatemala,GTM,1998,Legal
Guatemala,GTM,1999,Legal
Guatemala,GTM,2000,Legal
Guatemala,GTM,2001,Legal
Guatemala,GTM,2002,Legal
Guatemala,GTM,2003,Legal
Guatemala,GTM,2004,Legal
Guatemala,GTM,2005,Legal
Guatemala,GTM,2006,Legal
Guatemala,GTM,2007,Legal
Guatemala,GTM,2008,Legal
Guatemala,GTM,2009,Legal
Guatemala,GTM,2010,Legal
Guatemala,GTM,2011,Legal
Guatemala,GTM,2012,Legal
Guatemala,GTM,2013,Legal
Guatemala,GTM,2014,Legal
Guatemala,GTM,2015,Legal
Guatemala,GTM,2016,Legal
Guatemala,GTM,2017,Legal
Guatemala,GTM,2018,Legal
Guatemala,GTM,2019,Legal
Guatemala,GTM,2020,Legal
Guatemala,GTM,2021,Legal
Guatemala,GTM,2022,Legal
Guatemala,GTM,2023,Legal
Guatemala,GTM,2024,Legal
Guinea,GIN,1988,"Illegal, prison or other penalty"
Guinea,GIN,1989,"Illegal, prison or other penalty"
Guinea,GIN,1990,"Illegal, prison or other penalty"
Guinea,GIN,1991,"Illegal, prison or other penalty"
Guinea,GIN,1992,"Illegal, prison or other penalty"
Guinea,GIN,1993,"Illegal, prison or other penalty"
Guinea,GIN,1994,"Illegal, prison or other penalty"
Guinea,GIN,1995,"Illegal, prison or other penalty"
Guinea,GIN,1996,"Illegal, prison or other penalty"
Guinea,GIN,1997,"Illegal, prison or other penalty"
Guinea,GIN,1998,"Illegal, prison or other penalty"
Guinea,GIN,1999,"Illegal, prison or other penalty"
Guinea,GIN,2000,"Illegal, prison or other penalty"
Guinea,GIN,2001,"Illegal, prison or other penalty"
Guinea,GIN,2002,"Illegal, prison or other penalty"
Guinea,GIN,2003,"Illegal, prison or other penalty"
Guinea,GIN,2004,"Illegal, prison or other penalty"
Guinea,GIN,2005,"Illegal, prison or other penalty"
Guinea,GIN,2006,"Illegal, prison or other penalty"
Guinea,GIN,2007,"Illegal, prison or other penalty"
Guinea,GIN,2008,"Illegal, prison or other penalty"
Guinea,GIN,2009,"Illegal, prison or other penalty"
Guinea,GIN,2010,"Illegal, prison or other penalty"
Guinea,GIN,2011,"Illegal, prison or other penalty"
Guinea,GIN,2012,"Illegal, prison or other penalty"
Guinea,GIN,2013,"Illegal, prison or other penalty"
Guinea,GIN,2014,"Illegal, prison or other penalty"
Guinea,GIN,2015,"Illegal, prison or other penalty"
Guinea,GIN,2016,"Illegal, prison or other penalty"
Guinea,GIN,2017,"Illegal, prison or other penalty"
Guinea,GIN,2018,"Illegal, prison or other penalty"
Guinea,GIN,2019,"Illegal, prison or other penalty"
Guinea,GIN,2020,"Illegal, prison or other penalty"
Guinea,GIN,2021,"Illegal, prison or other penalty"
Guinea,GIN,2022,"Illegal, prison or other penalty"
Guinea,GIN,2023,"Illegal, prison or other penalty"
Guinea,GIN,2024,"Illegal, prison or other penalty"
Guinea-Bissau,GNB,2024,Legal
Guyana,GUY,1950,"Male illegal, female legal or uncertain"
Guyana,GUY,1951,"Male illegal, female legal or uncertain"
Guyana,GUY,1952,"Male illegal, female legal or uncertain"
Guyana,GUY,1953,"Male illegal, female legal or uncertain"
Guyana,GUY,1954,"Male illegal, female legal or uncertain"
Guyana,GUY,1955,"Male illegal, female legal or uncertain"
Guyana,GUY,1956,"Male illegal, female legal or uncertain"
Guyana,GUY,1957,"Male illegal, female legal or uncertain"
Guyana,GUY,1958,"Male illegal, female legal or uncertain"
Guyana,GUY,1959,"Male illegal, female legal or uncertain"
Guyana,GUY,1960,"Male illegal, female legal or uncertain"
Guyana,GUY,1961,"Male illegal, female legal or uncertain"
Guyana,GUY,1962,"Male illegal, female legal or uncertain"
Guyana,GUY,1963,"Male illegal, female legal or uncertain"
Guyana,GUY,1964,"Male illegal, female legal or uncertain"
Guyana,GUY,1965,"Male illegal, female legal or uncertain"
Guyana,GUY,1966,"Male illegal, female legal or uncertain"
Guyana,GUY,1967,"Male illegal, female legal or uncertain"
Guyana,GUY,1968,"Male illegal, female legal or uncertain"
Guyana,GUY,1969,"Male illegal, female legal or uncertain"
Guyana,GUY,1970,"Male illegal, female legal or uncertain"
Guyana,GUY,1971,"Male illegal, female legal or uncertain"
Guyana,GUY,1972,"Male illegal, female legal or uncertain"
Guyana,GUY,1973,"Male illegal, female legal or uncertain"
Guyana,GUY,1974,"Male illegal, female legal or uncertain"
Guyana,GUY,1975,"Male illegal, female legal or uncertain"
Guyana,GUY,1976,"Male illegal, female legal or uncertain"
Guyana,GUY,1977,"Male illegal, female legal or uncertain"
Guyana,GUY,1978,"Male illegal, female legal or uncertain"
Guyana,GUY,1979,"Male illegal, female legal or uncertain"
Guyana,GUY,1980,"Male illegal, female legal or uncertain"
Guyana,GUY,1981,"Male illegal, female legal or uncertain"
Guyana,GUY,1982,"Male illegal, female legal or uncertain"
Guyana,GUY,1983,"Male illegal, female legal or uncertain"
Guyana,GUY,1984,"Male illegal, female legal or uncertain"
Guyana,GUY,1985,"Male illegal, female legal or uncertain"
Guyana,GUY,1986,"Male illegal, female legal or uncertain"
Guyana,GUY,1987,"Male illegal, female legal or uncertain"
Guyana,GUY,1988,"Male illegal, female legal or uncertain"
Guyana,GUY,1989,"Male illegal, female legal or uncertain"
Guyana,GUY,1990,"Male illegal, female legal or uncertain"
Guyana,GUY,1991,"Male illegal, female legal or uncertain"
Guyana,GUY,1992,"Male illegal, female legal or uncertain"
Guyana,GUY,1993,"Male illegal, female legal or uncertain"
Guyana,GUY,1994,"Male illegal, female legal or uncertain"
Guyana,GUY,1995,"Male illegal, female legal or uncertain"
Guyana,GUY,1996,"Male illegal, female legal or uncertain"
Guyana,GUY,1997,"Male illegal, female legal or uncertain"
Guyana,GUY,1998,"Male illegal, female legal or uncertain"
Guyana,GUY,1999,"Male illegal, female legal or uncertain"
Guyana,GUY,2000,"Male illegal, female legal or uncertain"
Guyana,GUY,2001,"Male illegal, female legal or uncertain"
Guyana,GUY,2002,"Male illegal, female legal or uncertain"
Guyana,GUY,2003,"Male illegal, female legal or uncertain"
Guyana,GUY,2004,"Male illegal, female legal or uncertain"
Guyana,GUY,2005,"Male illegal, female legal or uncertain"
Guyana,GUY,2006,"Male illegal, female legal or uncertain"
Guyana,GUY,2007,"Male illegal, female legal or uncertain"
